At1,At2,Class
-1,-885,BananaShape2
-357,1.51,BananaShape2
-859,1.26,BananaShape2
0.8,1.56,BananaShape2
-1.53,795,BananaShape2
707,-778,BananaShape1
-1.62,213,BananaShape2
-836,-1.36,BananaShape2
-1.84,-284,BananaShape1
-685,727,BananaShape1
875,-1.47,BananaShape1
-79,227,BananaShape1
731,1.74,BananaShape1
-1.15,-659,BananaShape1
-1.6,788,BananaShape2
-114,846,BananaShape1
-1.14,1.08,BananaShape2
143,845,BananaShape2
678,961,BananaShape2
-397,563,BananaShape1
-872,663,BananaShape2
-262,1.71,BananaShape1
-1.2,-1.4,BananaShape2
1.08,88,BananaShape2
523,-1.38,BananaShape2
1.23,-0.0874,BananaShape2
1.13,-1.75,BananaShape1
-466,-851,BananaShape2
-336,182,BananaShape1
1.04,0.0909,BananaShape1
553,-172,BananaShape1
134,-1.06,BananaShape2
-882,-608,BananaShape1
1.24,441,BananaShape2
-714,-1.65,BananaShape2
547,1.15,BananaShape2
-1.47,0.96,BananaShape2
437,2.35,BananaShape2
-539,292,BananaShape1
543,913,BananaShape2
-1.34,-1.05,BananaShape1
-326,0.0769,BananaShape1
843,634,BananaShape2
452,-204,BananaShape1
974,877,BananaShape2
1.97,41,BananaShape2
554,-454,BananaShape1
-1.29,-264,BananaShape1
-1.18,-898,BananaShape1
1.08,1.37,BananaShape1
-1.04,-1.07,BananaShape2
-325,969,BananaShape1
0.72,677,BananaShape2
803,349,BananaShape2
-1.58,-798,BananaShape1
1.3,-346,BananaShape2
332,-0.69,BananaShape1
-0.0128,-1.27,BananaShape2
-1.83,379,BananaShape2
-1.21,1,BananaShape2
-0.76,-1.26,BananaShape2
-665,1.61,BananaShape2
1.12,-447,BananaShape1
-0.23,2,BananaShape1
-176,-207,BananaShape1
-1.75,-1.92,BananaShape1
-599,1.25,BananaShape2
101,881,BananaShape1
-298,-1.16,BananaShape2
1.01,257,BananaShape2
-479,0.91,BananaShape2
-428,-509,BananaShape1
-1.74,367,BananaShape2
637,1.25,BananaShape2
0.00879,1.47,BananaShape2
-302,-116,BananaShape1
157,956,BananaShape2
-617,1.61,BananaShape2
934,0.32,BananaShape2
-226,-1.45,BananaShape2
-667,-895,BananaShape2
-0.0337,-1.36,BananaShape2
-0.0411,0.32,BananaShape1
-1.78,-607,BananaShape1
-495,1.31,BananaShape2
-823,729,BananaShape2
916,-0.0255,BananaShape1
1.7,0.0023,BananaShape2
-563,1.29,BananaShape2
-995,-507,BananaShape1
-1.39,-943,BananaShape1
-1.75,-1.63,BananaShape1
742,744,BananaShape2
-435,-1.53,BananaShape2
2.27,284,BananaShape2
175,-887,BananaShape2
1.17,1.37,BananaShape2
-1.75,-1.27,BananaShape1
-1.33,878,BananaShape2
-238,1.74,BananaShape1
0.99,1.02,BananaShape2
-1.9,856,BananaShape2
-1.64,-1.16,BananaShape1
-415,463,BananaShape1
435,397,BananaShape1
-306,2.28,BananaShape2
569,1.15,BananaShape2
1.04,-1.17,BananaShape1
-1.28,-1.12,BananaShape1
-1.07,1.3,BananaShape2
-211,-637,BananaShape2
-104,-1.15,BananaShape2
-0.0169,-939,BananaShape2
-1.4,247,BananaShape1
-897,-972,BananaShape2
-1.68,-472,BananaShape1
655,1.72,BananaShape1
-0.58,-579,BananaShape1
688,-878,BananaShape1
1.55,-0.00546,BananaShape2
-2.25,167,BananaShape2
252,258,BananaShape1
1.54,-749,BananaShape2
-1.5,0.0847,BananaShape1
-851,-1.26,BananaShape2
-403,-636,BananaShape1
-138,-1.03,BananaShape2
1.94,1.25,BananaShape1
-651,1.12,BananaShape2
-562,-1.12,BananaShape2
1.66,-402,BananaShape2
-1.31,239,BananaShape1
-0.0113,-0.78,BananaShape2
0.0821,-398,BananaShape1
-639,0.68,BananaShape1
-1.49,-221,BananaShape1
-6,-0.32,BananaShape1
782,-139,BananaShape1
-1.33,897,BananaShape2
-1.19,-774,BananaShape1
127,1.94,BananaShape2
-1.29,-0.23,BananaShape1
0.76,-1.16,BananaShape1
-992,-0.0156,BananaShape1
-396,1.21,BananaShape2
-665,-1.04,BananaShape2
1.24,-1.33,BananaShape1
-0.22,-1.12,BananaShape2
-1.54,562,BananaShape2
-159,-0.12,BananaShape1
1.03,-805,BananaShape1
-625,1.38,BananaShape2
-1.79,-124,BananaShape1
-0.0656,-1.57,BananaShape2
1.12,-908,BananaShape1
-1.28,-259,BananaShape1
-309,1.16,BananaShape2
-625,-675,BananaShape2
-752,-117,BananaShape1
-1.1,322,BananaShape1
1.09,1.49,BananaShape1
-867,214,BananaShape1
596,-172,BananaShape1
-704,0.71,BananaShape2
672,1.57,BananaShape2
1.38,698,BananaShape2
-1.34,0.54,BananaShape2
429,1.94,BananaShape1
381,1.61,BananaShape1
129,-889,BananaShape2
-1.01,-0.0908,BananaShape1
-651,-528,BananaShape1
0.0439,2.03,BananaShape1
-2.37,-0.01,BananaShape2
-553,-687,BananaShape1
-1.47,-817,BananaShape1
1.36,-412,BananaShape2
1.92,0.0429,BananaShape2
-673,-177,BananaShape1
1.32,218,BananaShape2
221,946,BananaShape1
1.05,899,BananaShape2
942,248,BananaShape2
-1.7,-1.79,BananaShape1
359,1.52,BananaShape2
-977,639,BananaShape1
-1.02,-1.19,BananaShape2
-496,1.41,BananaShape2
1.45,273,BananaShape2
1.16,-1.1,BananaShape1
-878,-1.46,BananaShape2
983,203,BananaShape2
167,-793,BananaShape1
-1.67,1.1,BananaShape2
-1.28,-471,BananaShape1
1.1,0.74,BananaShape2
435,1.31,BananaShape1
-1.41,-357,BananaShape1
-0.00145,-0.7,BananaShape1
1.5,-993,BananaShape2
-248,-1.69,BananaShape2
-819,-1.21,BananaShape2
1.78,272,BananaShape2
-1.04,1.13,BananaShape2
-536,-814,BananaShape2
-663,-1.47,BananaShape2
355,-222,BananaShape1
486,991,BananaShape2
-1.33,-0.12,BananaShape1
975,-1.34,BananaShape1
431,1.64,BananaShape1
-516,-0.92,BananaShape1
0.0479,-1.06,BananaShape2
-1.04,-1.08,BananaShape2
-767,-1.2,BananaShape2
613,1.35,BananaShape2
-834,-258,BananaShape1
473,-1.11,BananaShape1
-734,1.25,BananaShape2
2.2,1.14,BananaShape1
-443,1.02,BananaShape2
-568,-873,BananaShape2
-452,-717,BananaShape1
0.14,1.25,BananaShape2
1.22,325,BananaShape2
2.18,1.13,BananaShape1
1.52,315,BananaShape2
-276,-1.19,BananaShape2
-0.29,0.7,BananaShape1
-1.22,177,BananaShape1
799,-0.99,BananaShape1
-0.0163,-1.07,BananaShape2
1.51,-355,BananaShape2
431,-1.46,BananaShape2
-264,-1.14,BananaShape2
1.14,607,BananaShape2
-508,-694,BananaShape1
1.53,228,BananaShape2
2.07,1.37,BananaShape1
1.78,1.01,BananaShape1
-0.0175,-1.21,BananaShape2
-295,-1.27,BananaShape2
-743,685,BananaShape1
405,-1.2,BananaShape2
351,-964,BananaShape2
192,1.94,BananaShape1
-867,1.09,BananaShape2
1.21,752,BananaShape2
545,1.28,BananaShape2
985,114,BananaShape2
-544,-831,BananaShape2
1.12,293,BananaShape2
-1.44,-0.47,BananaShape1
-77,1.87,BananaShape1
-956,1.11,BananaShape2
1.35,-962,BananaShape1
234,-413,BananaShape1
-861,-1.21,BananaShape2
599,1.14,BananaShape2
-1.38,-826,BananaShape1
-1.37,928,BananaShape2
395,1.21,BananaShape2
1.01,-437,BananaShape1
1.1,-1.17,BananaShape1
999,-1.12,BananaShape1
-381,-917,BananaShape2
817,-941,BananaShape1
184,558,BananaShape1
-334,-1.34,BananaShape2
974,-1.32,BananaShape1
655,1.14,BananaShape2
-209,-356,BananaShape1
-511,1.53,BananaShape2
-891,-617,BananaShape1
0.0545,-1.32,BananaShape2
545,-165,BananaShape1
1.29,488,BananaShape2
364,-269,BananaShape1
-1.11,308,BananaShape1
-421,-1.09,BananaShape2
849,907,BananaShape2
-1.17,1.08,BananaShape2
629,-617,BananaShape1
424,0.0533,BananaShape1
179,1.87,BananaShape2
1.36,-117,BananaShape2
1.02,729,BananaShape2
252,-389,BananaShape1
-549,1.03,BananaShape2
1.27,775,BananaShape2
-0.0192,-1.03,BananaShape2
-1.31,0.0708,BananaShape1
-719,242,BananaShape1
-633,257,BananaShape1
-491,-1.55,BananaShape2
-1.84,-366,BananaShape1
-457,-983,BananaShape2
-565,-0.0822,BananaShape1
401,-1.31,BananaShape2
-561,-787,BananaShape1
-1.74,697,BananaShape2
745,877,BananaShape2
617,1.34,BananaShape1
-1.77,-1.19,BananaShape1
1.88,325,BananaShape2
1.09,155,BananaShape2
0.0899,-1.09,BananaShape2
229,613,BananaShape1
1.05,-655,BananaShape1
-1.15,-545,BananaShape1
-555,908,BananaShape2
1.45,211,BananaShape2
132,-1.49,BananaShape2
1,654,BananaShape2
-487,-797,BananaShape2
643,-351,BananaShape1
-0.0744,-463,BananaShape1
-0.0476,-1.24,BananaShape2
478,0.46,BananaShape1
-398,-1.28,BananaShape2
335,1.15,BananaShape2
-397,-1.1,BananaShape2
625,1.38,BananaShape1
-648,-713,BananaShape1
-0.4,-1.15,BananaShape2
762,-334,BananaShape1
137,1.94,BananaShape1
-726,-1.17,BananaShape2
-1.13,1.01,BananaShape2
1.34,-632,BananaShape1
-0.0261,-1.38,BananaShape2
-1.21,-1.22,BananaShape2
1.55,482,BananaShape2
-794,1.24,BananaShape2
517,1.46,BananaShape2
-865,1.6,BananaShape2
-1.57,-561,BananaShape1
329,606,BananaShape2
497,2.23,BananaShape2
-529,365,BananaShape1
-1.82,474,BananaShape2
948,985,BananaShape2
-488,-1.31,BananaShape2
1.46,-1.06,BananaShape1
-1.67,0.88,BananaShape2
2.4,1.2,BananaShape1
1.57,-909,BananaShape1
-144,1.68,BananaShape2
123,-283,BananaShape1
-1.23,-977,BananaShape2
-1.69,614,BananaShape2
1.71,-945,BananaShape2
-135,-1.1,BananaShape2
-1.35,-0.57,BananaShape1
-0.0117,-1.34,BananaShape2
1.31,151,BananaShape2
983,611,BananaShape2
-1.52,-0.00335,BananaShape1
976,1.24,BananaShape2
0.0271,1.83,BananaShape1
-1.4,0.98,BananaShape2
-0.45,-928,BananaShape2
-2.09,604,BananaShape2
455,877,BananaShape2
193,1.72,BananaShape2
-304,1.5,BananaShape2
-1.98,-655,BananaShape1
-0.0237,-1,BananaShape2
-184,-1.4,BananaShape2
458,-157,BananaShape1
-1.45,-1.22,BananaShape1
-152,-1.11,BananaShape2
-0.0208,1.76,BananaShape1
1.31,208,BananaShape2
-1.06,-1.54,BananaShape2
-1.24,0.1,BananaShape1
715,1.3,BananaShape2
-1.77,-455,BananaShape1
0.75,1.63,BananaShape1
1.12,422,BananaShape2
1.88,-1.13,BananaShape2
894,-742,BananaShape1
756,-0.0709,BananaShape1
-734,881,BananaShape2
301,-1.29,BananaShape2
426,194,BananaShape1
-1.93,0.96,BananaShape2
258,482,BananaShape1
272,-1.6,BananaShape2
194,-1.27,BananaShape2
-2.28,-1.02,BananaShape1
-1.55,-0.61,BananaShape1
-1.36,-324,BananaShape1
869,576,BananaShape2
1.59,-111,BananaShape2
-424,0.0207,BananaShape1
621,1.32,BananaShape1
-0.0367,-144,BananaShape1
735,932,BananaShape2
1.74,195,BananaShape2
-482,0.0903,BananaShape1
-201,1.35,BananaShape2
-0.0882,1.17,BananaShape2
831,1.35,BananaShape2
762,344,BananaShape2
777,312,BananaShape2
813,1.06,BananaShape2
-507,1.89,BananaShape2
163,-1.08,BananaShape2
-0.9,858,BananaShape2
1.88,-289,BananaShape2
273,1.79,BananaShape2
1.47,-531,BananaShape2
-814,0.23,BananaShape1
-422,-241,BananaShape1
996,1.46,BananaShape1
0.0432,-1.39,BananaShape2
591,-427,BananaShape1
-698,-726,BananaShape1
-536,1.19,BananaShape2
-0.53,101,BananaShape1
494,1.18,BananaShape2
-305,194,BananaShape1
0.0878,-1.08,BananaShape2
-752,342,BananaShape1
135,0.0532,BananaShape1
-0.0461,1.65,BananaShape2
1.29,0.0437,BananaShape2
-534,-1.23,BananaShape2
-269,1.37,BananaShape2
-803,-1.09,BananaShape2
915,1.15,BananaShape2
676,925,BananaShape2
1.28,373,BananaShape2
-699,-359,BananaShape1
-222,259,BananaShape1
-1.6,-1.44,BananaShape1
-665,357,BananaShape1
-615,-0.97,BananaShape2
938,-255,BananaShape1
-926,916,BananaShape2
-854,-379,BananaShape1
-611,-1.28,BananaShape2
-1.01,357,BananaShape1
-1.19,1.14,BananaShape2
-728,-0.76,BananaShape1
-768,-909,BananaShape2
-173,1.59,BananaShape2
229,1.63,BananaShape2
513,741,BananaShape2
-0.0773,-1.22,BananaShape2
-114,-1.5,BananaShape2
-1.3,651,BananaShape1
0.5,762,BananaShape1
-1.15,-562,BananaShape1
884,-766,BananaShape1
-0.83,-1.08,BananaShape2
-1.6,-1.32,BananaShape1
781,911,BananaShape2
-1.32,0.0399,BananaShape1
673,2.52,BananaShape2
-855,1.22,BananaShape2
0.0893,-1.1,BananaShape2
-1.52,-993,BananaShape1
-355,1.28,BananaShape2
273,-1.45,BananaShape2
-1.27,-688,BananaShape1
157,-652,BananaShape1
-1.18,1.17,BananaShape2
-736,-1.14,BananaShape2
603,145,BananaShape1
722,368,BananaShape2
-0.38,-1.27,BananaShape2
1.66,-384,BananaShape2
-118,-1.26,BananaShape2
689,-187,BananaShape1
-886,-1.27,BananaShape2
-1.47,0.52,BananaShape2
1.07,668,BananaShape2
-1.94,-761,BananaShape1
0.41,1.01,BananaShape2
-0.78,-1.37,BananaShape2
344,1.38,BananaShape1
0.22,-1.36,BananaShape2
-621,1.11,BananaShape2
707,1.37,BananaShape2
196,1.76,BananaShape2
0.44,-936,BananaShape2
1.37,219,BananaShape2
284,1.86,BananaShape2
1.45,169,BananaShape2
941,1.46,BananaShape2
-275,-1.6,BananaShape2
-1.5,282,BananaShape1
121,219,BananaShape1
-1.87,373,BananaShape2
-1.51,-626,BananaShape1
1.41,319,BananaShape2
919,798,BananaShape2
533,1.76,BananaShape2
845,0.00714,BananaShape1
-203,1.26,BananaShape2
-0.52,1.35,BananaShape2
-0.0696,-896,BananaShape2
-914,317,BananaShape1
-688,-1.14,BananaShape2
1.07,399,BananaShape2
-411,-1.34,BananaShape2
924,861,BananaShape2
-901,-1.13,BananaShape2
1.55,-0.0305,BananaShape2
1.15,565,BananaShape2
-572,1.16,BananaShape2
155,1.88,BananaShape2
1.43,-816,BananaShape1
-858,-1.2,BananaShape2
-0.0652,631,BananaShape1
0.16,-616,BananaShape1
-1.53,501,BananaShape2
-1.45,-1.14,BananaShape1
-113,2.13,BananaShape1
-241,-374,BananaShape1
-0.49,-1.45,BananaShape2
-861,-972,BananaShape2
1.14,212,BananaShape2
-0.44,-1.3,BananaShape2
-0.98,-1.49,BananaShape2
-1.69,-176,BananaShape1
0.84,1.42,BananaShape2
-972,473,BananaShape1
-668,919,BananaShape2
732,493,BananaShape2
535,1.46,BananaShape1
-1.4,-183,BananaShape1
1.26,305,BananaShape2
-996,-984,BananaShape1
-534,-1.4,BananaShape2
733,926,BananaShape2
587,0.0331,BananaShape1
0.0125,-665,BananaShape2
835,1.24,BananaShape2
-942,-1.15,BananaShape2
0.0368,-239,BananaShape1
1.5,1.5,BananaShape1
-744,-1.39,BananaShape2
-472,267,BananaShape1
304,1.61,BananaShape2
-0.0439,305,BananaShape1
-1.96,-1.09,BananaShape1
1.31,0.17,BananaShape2
-1.78,-253,BananaShape1
-1.21,918,BananaShape2
457,191,BananaShape1
998,0.37,BananaShape2
513,1.5,BananaShape2
-714,-161,BananaShape1
0.0722,1.8,BananaShape2
1.33,-0.0673,BananaShape2
508,-331,BananaShape1
862,-1.24,BananaShape1
0.65,1.86,BananaShape2
1.74,-143,BananaShape2
417,-1.54,BananaShape2
466,281,BananaShape1
1.73,979,BananaShape1
-314,-0.72,BananaShape2
0.0981,465,BananaShape1
-1.08,1.01,BananaShape2
2.37,1.07,BananaShape1
143,-786,BananaShape2
32,-1.5,BananaShape2
739,2.14,BananaShape2
396,1.81,BananaShape1
538,1.38,BananaShape2
0.0325,-1.46,BananaShape2
-391,1.32,BananaShape2
-695,1.08,BananaShape2
-1.84,-846,BananaShape1
-824,1.1,BananaShape2
1.16,-1.24,BananaShape1
0.7,1.14,BananaShape2
-0.17,1.18,BananaShape2
-0.0932,472,BananaShape1
164,-1.18,BananaShape2
443,1.54,BananaShape2
-1.22,0.0836,BananaShape1
-188,-1.27,BananaShape2
109,-522,BananaShape1
1.62,1.19,BananaShape1
-853,358,BananaShape1
-1.69,-1.14,BananaShape1
725,-0.99,BananaShape1
0.25,-1.1,BananaShape2
-1.22,569,BananaShape1
627,125,BananaShape2
-0.0699,-1.2,BananaShape2
594,1.8,BananaShape2
-901,-1.56,BananaShape2
1.02,0.0975,BananaShape2
-149,-0.0185,BananaShape1
-226,-1.09,BananaShape2
1.11,685,BananaShape2
-301,1.69,BananaShape2
471,-445,BananaShape1
-827,1.23,BananaShape2
-672,-0.0414,BananaShape1
606,-877,BananaShape2
-0.64,705,BananaShape1
0.14,-0.8,BananaShape2
425,-1.21,BananaShape2
966,-199,BananaShape1
1.06,629,BananaShape2
839,-1.15,BananaShape1
379,1.74,BananaShape2
603,-1,BananaShape2
-463,-1.2,BananaShape2
1.18,1.42,BananaShape1
1.09,-1.12,BananaShape1
0.9,-1.36,BananaShape1
1.11,-1.1,BananaShape1
1.46,-111,BananaShape2
242,347,BananaShape1
669,0.98,BananaShape2
-1.2,-826,BananaShape1
-1.13,928,BananaShape2
-799,1.11,BananaShape2
-108,1.7,BananaShape2
-1.18,692,BananaShape2
-787,-113,BananaShape1
-412,-689,BananaShape2
-452,524,BananaShape1
0.29,-515,BananaShape1
-518,-914,BananaShape2
-1.1,419,BananaShape1
1.34,1.44,BananaShape1
-1.46,594,BananaShape2
-613,1.1,BananaShape2
1.5,0.0442,BananaShape2
1.34,-0.0272,BananaShape2
-146,-869,BananaShape2
0.0726,-1.31,BananaShape2
-198,-661,BananaShape1
-0.0776,-1.35,BananaShape2
-1.22,-0.68,BananaShape1
1.17,407,BananaShape2
1.34,0.0998,BananaShape2
1.25,-1.25,BananaShape1
712,1.49,BananaShape1
-516,-915,BananaShape2
-1.63,728,BananaShape2
-514,-1.21,BananaShape2
1.12,822,BananaShape2
-76,-1.12,BananaShape2
-678,-417,BananaShape1
-897,-1.04,BananaShape2
1.12,375,BananaShape2
-1.94,-1.61,BananaShape1
-756,-679,BananaShape2
825,-1.28,BananaShape1
1.8,0.0607,BananaShape2
108,-1.21,BananaShape2
2.18,1.21,BananaShape1
634,366,BananaShape1
1.26,799,BananaShape2
-702,-811,BananaShape2
-336,-0.0523,BananaShape1
-729,1.5,BananaShape2
1.3,749,BananaShape2
283,394,BananaShape1
247,1.65,BananaShape1
212,1.81,BananaShape2
1.08,-628,BananaShape2
-852,-298,BananaShape1
-1.77,-592,BananaShape1
-251,327,BananaShape1
417,-1.28,BananaShape2
-0.12,-1.22,BananaShape2
-2.19,-1.3,BananaShape1
2.11,942,BananaShape1
-214,-235,BananaShape1
1.05,219,BananaShape2
-863,174,BananaShape1
244,1.42,BananaShape2
0.0725,596,BananaShape1
-1.34,869,BananaShape2
-0.0874,-1.07,BananaShape2
-452,-1.22,BananaShape2
973,653,BananaShape2
911,-832,BananaShape1
303,-0.94,BananaShape2
282,-761,BananaShape1
1.7,-554,BananaShape2
659,1.28,BananaShape2
-192,791,BananaShape1
424,1.64,BananaShape1
-0.59,-1.04,BananaShape2
2.04,1.36,BananaShape1
-1.11,-351,BananaShape1
-1.86,-1.78,BananaShape1
-1.12,-315,BananaShape1
-932,-1.02,BananaShape2
1.71,-424,BananaShape2
726,-626,BananaShape1
-1.46,657,BananaShape2
-347,-1.13,BananaShape2
-1.21,-1.16,BananaShape1
541,1.41,BananaShape2
334,1.04,BananaShape2
1.31,118,BananaShape2
673,172,BananaShape1
1.14,866,BananaShape2
-372,-1.11,BananaShape2
1.29,644,BananaShape2
1.26,-1.25,BananaShape1
408,-664,BananaShape1
339,881,BananaShape2
0.00275,-0.0555,BananaShape1
-836,-0.65,BananaShape1
838,1.5,BananaShape2
-1.4,-1.54,BananaShape1
786,1.31,BananaShape2
-0.88,407,BananaShape1
987,258,BananaShape2
1.86,-213,BananaShape2
-1.53,679,BananaShape2
-1.12,699,BananaShape2
-1.19,-328,BananaShape1
829,-305,BananaShape2
1.16,847,BananaShape2
-434,-1.1,BananaShape2
-177,-1.45,BananaShape2
-131,1.76,BananaShape1
1.19,309,BananaShape2
189,1.35,BananaShape2
0.0963,-1.38,BananaShape2
-989,0.48,BananaShape2
-532,181,BananaShape1
704,-0.91,BananaShape1
-301,1.82,BananaShape1
0.0561,-479,BananaShape1
1.13,-1.27,BananaShape1
-206,-1.15,BananaShape2
-413,1.17,BananaShape2
-1.21,-854,BananaShape1
1.01,555,BananaShape2
879,1.03,BananaShape2
724,706,BananaShape2
-2.03,-1.23,BananaShape1
414,141,BananaShape1
466,322,BananaShape1
1.44,276,BananaShape2
0.97,1.15,BananaShape2
1.1,1.58,BananaShape1
719,759,BananaShape2
1.07,512,BananaShape2
-753,-1.08,BananaShape2
-451,1.72,BananaShape2
-1.24,-706,BananaShape1
179,-1.04,BananaShape2
214,-0.45,BananaShape1
364,-858,BananaShape2
-1.04,-131,BananaShape1
273,1.68,BananaShape2
1.19,289,BananaShape2
-436,-954,BananaShape2
-403,-488,BananaShape1
-0.8,1.66,BananaShape2
0.00854,1.31,BananaShape2
1.47,-1.44,BananaShape1
1.13,1.07,BananaShape2
-1.1,737,BananaShape2
-711,0.96,BananaShape2
1.81,-551,BananaShape2
-381,-1.08,BananaShape2
2,1.71,BananaShape1
-1.34,824,BananaShape2
-184,-751,BananaShape1
608,-1.18,BananaShape1
957,-572,BananaShape1
-243,-1.24,BananaShape2
914,0.26,BananaShape2
701,564,BananaShape2
1.35,1.33,BananaShape1
387,-798,BananaShape2
-1.02,-1.43,BananaShape2
1.71,1.17,BananaShape1
-178,-551,BananaShape1
-434,-1.16,BananaShape2
512,-0.49,BananaShape1
-434,2.24,BananaShape2
-2.17,-523,BananaShape1
1.18,766,BananaShape2
-0.00948,-336,BananaShape1
142,-698,BananaShape1
-1.28,559,BananaShape2
-1.01,-363,BananaShape1
-1.74,975,BananaShape2
1.34,-1.07,BananaShape1
1.28,1.35,BananaShape1
-274,-0.99,BananaShape2
1.39,0.0609,BananaShape2
-1.36,976,BananaShape2
0.99,771,BananaShape2
-1.82,-341,BananaShape1
423,1.74,BananaShape2
1.42,-208,BananaShape1
-261,204,BananaShape1
-1.69,706,BananaShape2
-1.24,-497,BananaShape1
-74,1.97,BananaShape1
1.4,-1.13,BananaShape1
411,1.47,BananaShape2
-1.51,-285,BananaShape1
1.12,-1.22,BananaShape1
-652,1.14,BananaShape2
608,0.0135,BananaShape1
0.0285,1.72,BananaShape1
-315,-1.09,BananaShape2
222,1.47,BananaShape1
-376,-975,BananaShape2
-356,-0.0513,BananaShape1
-0.42,1.11,BananaShape2
-1.17,-73,BananaShape1
-816,562,BananaShape2
1.02,0.44,BananaShape2
-828,-0.82,BananaShape2
-183,1.15,BananaShape2
-768,209,BananaShape1
-101,-122,BananaShape1
-1.55,378,BananaShape2
-825,481,BananaShape1
1.23,-1.55,BananaShape1
1.61,-387,BananaShape2
-785,-361,BananaShape1
-1.53,-1.01,BananaShape1
327,0.17,BananaShape1
1.35,-1.23,BananaShape1
-1.04,621,BananaShape2
424,471,BananaShape2
-0.0567,-1.41,BananaShape2
1.63,0.0545,BananaShape2
-522,877,BananaShape1
-391,1.03,BananaShape2
-1.54,-641,BananaShape1
0.0114,-1.46,BananaShape2
1.16,151,BananaShape1
-0.17,-346,BananaShape1
809,942,BananaShape2
602,1.06,BananaShape2
-879,499,BananaShape1
1.18,507,BananaShape2
-1.06,-937,BananaShape2
2.37,1.14,BananaShape1
-1.42,592,BananaShape1
1.88,116,BananaShape2
-1.06,817,BananaShape2
809,741,BananaShape2
1.22,217,BananaShape2
612,1.8,BananaShape1
1.25,-146,BananaShape1
1.28,-236,BananaShape2
-298,-1.26,BananaShape2
0.93,-375,BananaShape1
-626,-1.18,BananaShape2
-102,1.57,BananaShape1
-918,-578,BananaShape1
1.01,1.53,BananaShape1
805,0.42,BananaShape2
-958,536,BananaShape2
-51,-972,BananaShape2
-0.0443,-335,BananaShape1
822,501,BananaShape2
-337,1.66,BananaShape2
-957,39,BananaShape1
-0.0406,2.09,BananaShape2
-266,-1.2,BananaShape2
-216,-353,BananaShape1
-1.33,-861,BananaShape1
-1.87,-1.32,BananaShape1
-1.1,817,BananaShape2
568,244,BananaShape2
-672,-601,BananaShape2
847,1.4,BananaShape2
-125,-1.48,BananaShape2
504,0.0752,BananaShape2
257,154,BananaShape1
-269,1.6,BananaShape2
0.29,-481,BananaShape1
-2.06,392,BananaShape2
-1.14,849,BananaShape2
-1.54,516,BananaShape1
1.55,-466,BananaShape2
209,755,BananaShape1
-1.66,-0.56,BananaShape1
299,1.56,BananaShape2
-418,-1.26,BananaShape2
-0.0554,-1.28,BananaShape2
-1.1,641,BananaShape1
-16,-448,BananaShape1
463,498,BananaShape2
-1.56,-1.1,BananaShape1
287,-1.45,BananaShape2
-1.03,1.01,BananaShape2
826,0.84,BananaShape2
-1.31,-354,BananaShape1
-634,-1.15,BananaShape2
1.26,144,BananaShape2
-162,1.84,BananaShape2
-532,978,BananaShape2
527,-1.02,BananaShape2
-208,-646,BananaShape1
-0.58,-1.09,BananaShape2
-71,1.63,BananaShape2
-622,804,BananaShape1
-0.25,-1.23,BananaShape2
504,1.78,BananaShape2
2.29,1.22,BananaShape1
625,1.67,BananaShape2
-165,-697,BananaShape2
-317,1.77,BananaShape2
309,-689,BananaShape1
1.14,647,BananaShape2
-1.37,-177,BananaShape1
-988,-191,BananaShape1
-0.0273,739,BananaShape1
611,978,BananaShape2
-1.89,-1.7,BananaShape1
-936,1.81,BananaShape2
1.25,794,BananaShape2
-1.34,595,BananaShape2
469,1.91,BananaShape2
-1.57,629,BananaShape2
-1.61,-451,BananaShape1
-1.81,-488,BananaShape1
1.08,-996,BananaShape1
445,135,BananaShape1
764,469,BananaShape2
369,428,BananaShape1
-367,-1.04,BananaShape2
-139,132,BananaShape1
-987,-863,BananaShape1
-1.54,503,BananaShape2
434,-189,BananaShape1
-1.57,-1.47,BananaShape1
1.62,-0.0187,BananaShape2
659,-985,BananaShape1
196,1.27,BananaShape2
-1.42,-327,BananaShape1
1.82,1.43,BananaShape1
-487,-536,BananaShape1
235,1.48,BananaShape1
1.38,131,BananaShape2
-1.44,-0.0746,BananaShape1
-163,-398,BananaShape1
1.25,-322,BananaShape2
1.33,-0.0802,BananaShape2
-0.18,595,BananaShape1
-1.29,-754,BananaShape1
409,1.45,BananaShape2
-1.45,-1.25,BananaShape1
-1.32,995,BananaShape2
1.02,-728,BananaShape1
1.72,0.0291,BananaShape2
-1.78,-687,BananaShape1
-966,-628,BananaShape1
-1.57,378,BananaShape2
1.12,-659,BananaShape1
0.0235,-0.18,BananaShape1
-1.17,156,BananaShape1
-105,-442,BananaShape1
-256,-115,BananaShape1
414,1.16,BananaShape2
617,-0.0096,BananaShape1
-1.37,648,BananaShape2
774,617,BananaShape2
2.29,1.32,BananaShape1
501,0.0553,BananaShape1
981,532,BananaShape2
141,0.0947,BananaShape1
0.0436,0.0126,BananaShape1
-1.84,-1.64,BananaShape1
-1.22,-119,BananaShape1
-1.16,0.41,BananaShape2
1.25,-0.00263,BananaShape2
1.03,1.29,BananaShape2
773,-747,BananaShape1
-0.0297,-1.58,BananaShape2
217,-1.21,BananaShape2
-1.06,1.03,BananaShape2
-1.93,-0.92,BananaShape1
598,855,BananaShape2
-1.69,-1.27,BananaShape1
822,192,BananaShape2
-539,1.41,BananaShape2
